poisonous;flat;smooth;white;yes;pungent;free;close;narrow;brown;enlarging;equal;smooth;smooth;white;white;partial;white;1;pend;brown;several;grass
edible;convex;scaly;yellow;yes;almond;free;close;broad;brown;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;brown;numerous;meadows
edible;convex;scaly;white;yes;anise;free;close;broad;white;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;brown;numerous;meadows
edible;flat;fibrous;brown;no;none;free;close;narrow;black;enlarging;equal;smooth;smooth;white;white;partial;white;1;pend;black;solitary;urban
edible;convex;smooth;yellow;yes;almond;free;crowded;narrow;brown;tapering;bulb;smooth;smooth;white;white;partial;white;1;pend;brown;several;woods
edible;bell;smooth;yellow;yes;anise;free;close;broad;gray;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;brown;numerous;meadows
poisonous;convex;scaly;white;yes;pungent;free;close;narrow;black;enlarging;equal;smooth;smooth;white;white;partial;white;1;pend;brown;scattered;urban
edible;convex;scaly;yellow;yes;anise;free;close;broad;brown;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;brown;numerous;meadows
edible;convex;scaly;brown;yes;anise;free;close;broad;pink;enlarging;rooted;smooth;scaly;white;white;partial;white;1;pend;brown;solitary;path
edible;bell;scaly;yellow;yes;anise;free;close;broad;brown;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;brown;scattered;meadows
edible;convex;fibrous;yellow;yes;anise;free;crowded;narrow;white;tapering;bulb;smooth;smooth;white;white;partial;white;1;pend;brown;several;woods
edible;sunken;fibrous;gray;no;none;free;close;narrow;black;enlarging;equal;smooth;smooth;white;white;partial;white;1;pend;black;several;urban
poisonous;convex;scaly;brown;yes;pungent;free;close;narrow;white;enlarging;equal;smooth;smooth;white;white;partial;white;1;pend;brown;scattered;urban
edible;convex;fibrous;yellow;yes;almond;free;crowded;narrow;pink;tapering;bulb;smooth;smooth;white;white;partial;white;1;pend;brown;several;woods
edible;bell;smooth;yellow;yes;anise;free;close;broad;black;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;black;scattered;meadows
edible;bell;scaly;yellow;yes;almond;free;close;broad;brown;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;brown;scattered;grass
edible;convex;scaly;yellow;yes;anise;free;close;broad;brown;enlarging;rooted;smooth;scaly;white;white;partial;white;1;pend;black;solitary;path
edible;convex;fibrous;brown;no;none;free;close;narrow;gray;enlarging;equal;smooth;smooth;white;white;partial;white;1;pend;black;solitary;urban
poisonous;convex;scaly;white;yes;pungent;free;close;narrow;pink;enlarging;equal;smooth;smooth;white;white;partial;white;1;pend;brown;several;grass
edible;convex;smooth;yellow;yes;almond;free;close;broad;white;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;black;numerous;meadows
edible;convex;scaly;white;yes;almond;free;close;broad;brown;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;brown;numerous;grass
edible;convex;scaly;yellow;yes;anise;free;close;broad;black;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;black;scattered;meadows
edible;convex;smooth;white;yes;anise;free;close;broad;white;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;brown;numerous;meadows
edible;convex;scaly;yellow;yes;anise;free;close;broad;brown;enlarging;rooted;smooth;scaly;white;white;partial;white;1;pend;brown;scattered;path
edible;flat;scaly;yellow;yes;anise;free;close;broad;white;enlarging;rooted;smooth;scaly;white;white;partial;white;1;pend;black;scattered;path
edible;convex;scaly;brown;yes;almond;free;close;broad;white;enlarging;rooted;smooth;scaly;white;white;partial;white;1;pend;black;scattered;grass
edible;convex;smooth;white;yes;anise;free;close;broad;black;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;black;scattered;grass
edible;bell;smooth;white;yes;anise;free;close;broad;black;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;brown;numerous;meadows
poisonous;convex;scaly;brown;yes;pungent;free;close;narrow;black;enlarging;equal;smooth;smooth;white;white;partial;white;1;pend;brown;several;urban
poisonous;convex;smooth;white;yes;pungent;free;close;narrow;black;enlarging;equal;smooth;smooth;white;white;partial;white;1;pend;black;several;urban
edible;bell;scaly;yellow;yes;almond;free;close;broad;white;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;black;scattered;meadows
edible;flat;fibrous;gray;no;none;free;crowded;broad;brown;tapering;equal;smooth;smooth;white;white;partial;white;1;evan;brown;abnt;grass
edible;bell;smooth;white;yes;almond;free;close;broad;white;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;brown;numerous;grass
edible;convex;smooth;yellow;yes;anise;free;close;broad;black;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;black;numerous;grass
edible;convex;scaly;brown;yes;almond;free;close;broad;pink;enlarging;rooted;smooth;scaly;white;white;partial;white;1;pend;black;solitary;path
edible;sunken;fibrous;gray;no;none;free;close;narrow;black;enlarging;equal;smooth;smooth;white;white;partial;white;1;pend;brown;several;urban
edible;bell;scaly;yellow;yes;almond;free;close;broad;black;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;brown;scattered;meadows
edible;bell;smooth;yellow;yes;anise;free;close;broad;gray;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;brown;scattered;meadows
edible;bell;scaly;yellow;yes;anise;free;close;broad;gray;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;brown;numerous;meadows
edible;bell;scaly;white;yes;anise;free;close;broad;brown;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;brown;scattered;grass
edible;flat;smooth;brown;no;none;free;crowded;broad;black;tapering;equal;smooth;smooth;white;white;partial;white;1;evan;black;abnt;grass
edible;convex;smooth;white;yes;anise;free;close;broad;brown;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;black;scattered;grass
edible;flat;scaly;yellow;yes;almond;free;close;broad;white;enlarging;rooted;smooth;scaly;white;white;partial;white;1;pend;brown;scattered;grass
edible;convex;scaly;yellow;yes;almond;free;close;broad;white;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;black;numerous;grass
edible;convex;fibrous;gray;no;none;free;close;narrow;pink;enlarging;equal;smooth;smooth;white;white;partial;white;1;pend;brown;several;urban
edible;flat;fibrous;yellow;yes;anise;free;crowded;narrow;pink;tapering;bulb;smooth;smooth;white;white;partial;white;1;pend;brown;several;woods
edible;bell;scaly;white;yes;anise;free;close;broad;gray;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;brown;scattered;meadows
edible;flat;fibrous;yellow;yes;anise;free;crowded;narrow;white;tapering;bulb;smooth;smooth;white;white;partial;white;1;pend;brown;several;woods
edible;convex;scaly;brown;yes;almond;free;close;broad;pink;enlarging;rooted;smooth;scaly;white;white;partial;white;1;pend;black;scattered;path
edible;bell;smooth;yellow;yes;almond;free;close;broad;black;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;black;scattered;grass
edible;flat;smooth;yellow;yes;anise;free;crowded;narrow;pink;tapering;bulb;smooth;smooth;white;white;partial;white;1;pend;brown;several;woods
edible;convex;smooth;white;yes;anise;free;crowded;narrow;brown;tapering;bulb;smooth;smooth;white;white;partial;white;1;pend;purple;several;woods
edible;flat;scaly;brown;yes;anise;free;close;broad;pink;enlarging;rooted;smooth;scaly;white;white;partial;white;1;pend;brown;solitary;path
poisonous;convex;scaly;brown;yes;pungent;free;close;narrow;white;enlarging;equal;smooth;smooth;white;white;partial;white;1;pend;brown;several;urban
edible;flat;scaly;brown;yes;almond;free;close;broad;brown;enlarging;rooted;smooth;scaly;white;white;partial;white;1;pend;brown;solitary;grass
edible;convex;smooth;brown;no;none;free;crowded;broad;black;tapering;equal;fibrous;smooth;white;white;partial;white;1;evan;brown;scattered;grass
poisonous;convex;scaly;white;yes;pungent;free;close;narrow;white;enlarging;equal;smooth;smooth;white;white;partial;white;1;pend;black;scattered;grass
edible;flat;fibrous;gray;no;none;free;close;narrow;brown;enlarging;equal;smooth;smooth;white;white;partial;white;1;pend;brown;solitary;urban
edible;convex;fibrous;gray;no;none;free;crowded;broad;brown;tapering;equal;smooth;smooth;white;white;partial;white;1;evan;brown;scattered;grass
edible;convex;scaly;yellow;yes;anise;free;close;broad;white;enlarging;rooted;smooth;scaly;white;white;partial;white;1;pend;black;scattered;grass
edible;convex;smooth;brown;no;none;free;crowded;broad;black;tapering;equal;smooth;smooth;white;white;partial;white;1;evan;black;scattered;grass
edible;bell;smooth;white;yes;almond;free;close;broad;white;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;black;scattered;grass
edible;convex;smooth;white;yes;anise;free;close;broad;brown;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;brown;scattered;grass
edible;flat;scaly;brown;yes;anise;free;close;broad;white;enlarging;rooted;smooth;scaly;white;white;partial;white;1;pend;black;solitary;grass
edible;sunken;fibrous;brown;no;none;free;close;narrow;brown;enlarging;equal;smooth;smooth;white;white;partial;white;1;pend;brown;several;urban
edible;convex;fibrous;brown;no;none;free;close;narrow;brown;enlarging;equal;smooth;smooth;white;white;partial;white;1;pend;brown;solitary;urban
edible;bell;smooth;white;yes;anise;free;close;broad;black;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;black;scattered;grass
edible;convex;scaly;yellow;yes;almond;free;close;broad;gray;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;black;scattered;grass
edible;convex;scaly;yellow;yes;anise;free;close;broad;gray;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;black;numerous;meadows
edible;convex;smooth;brown;no;none;free;crowded;broad;brown;tapering;equal;smooth;smooth;white;white;partial;white;1;evan;brown;abnt;grass
edible;convex;smooth;white;yes;almond;free;close;broad;gray;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;brown;scattered;grass
edible;flat;scaly;brown;yes;anise;free;close;broad;pink;enlarging;rooted;smooth;scaly;white;white;partial;white;1;pend;brown;scattered;grass
edible;convex;smooth;yellow;yes;almond;free;close;broad;brown;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;black;numerous;grass
edible;bell;smooth;white;yes;almond;free;close;broad;gray;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;brown;scattered;grass
edible;convex;scaly;white;yes;almond;free;close;broad;gray;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;black;scattered;grass
edible;convex;fibrous;brown;no;none;free;crowded;broad;pink;tapering;equal;fibrous;smooth;white;white;partial;white;1;evan;black;scattered;grass
edible;bell;smooth;yellow;yes;anise;free;close;broad;brown;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;black;numerous;grass
edible;flat;scaly;yellow;yes;anise;free;close;broad;white;enlarging;rooted;smooth;scaly;white;white;partial;white;1;pend;brown;scattered;grass
edible;convex;scaly;yellow;yes;almond;free;close;broad;brown;enlarging;rooted;smooth;scaly;white;white;partial;white;1;pend;black;solitary;path
edible;bell;scaly;white;yes;anise;free;close;broad;gray;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;brown;numerous;grass
edible;convex;scaly;yellow;yes;almond;free;close;broad;brown;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;black;numerous;meadows
edible;convex;scaly;yellow;yes;almond;free;close;broad;white;enlarging;rooted;smooth;scaly;white;white;partial;white;1;pend;brown;solitary;grass
edible;bell;scaly;white;yes;anise;free;close;broad;brown;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;black;scattered;meadows
edible;bell;scaly;white;yes;almond;free;close;broad;gray;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;brown;scattered;meadows
edible;convex;smooth;yellow;yes;almond;free;close;broad;black;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;black;numerous;meadows
edible;convex;smooth;yellow;yes;anise;free;close;broad;white;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;black;numerous;grass
edible;sunken;fibrous;gray;no;none;free;close;narrow;gray;enlarging;equal;smooth;smooth;white;white;partial;white;1;pend;black;solitary;urban
edible;convex;fibrous;white;yes;almond;free;crowded;narrow;white;tapering;bulb;smooth;smooth;white;white;partial;white;1;pend;purple;several;woods
edible;convex;smooth;yellow;yes;almond;free;close;broad;brown;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;black;numerous;meadows
poisonous;convex;scaly;white;yes;pungent;free;close;narrow;brown;enlarging;equal;smooth;smooth;white;white;partial;white;1;pend;brown;several;urban
edible;convex;scaly;yellow;yes;anise;free;close;broad;pink;enlarging;rooted;smooth;scaly;white;white;partial;white;1;pend;brown;scattered;grass
edible;sunken;fibrous;gray;no;none;free;close;narrow;pink;enlarging;equal;smooth;smooth;white;white;partial;white;1;pend;brown;solitary;urban
edible;convex;scaly;yellow;yes;anise;free;close;broad;white;enlarging;rooted;smooth;scaly;white;white;partial;white;1;pend;black;solitary;grass
edible;convex;smooth;yellow;yes;anise;free;crowded;narrow;pink;tapering;bulb;smooth;smooth;white;white;partial;white;1;pend;purple;several;woods
edible;sunken;fibrous;brown;no;none;free;close;narrow;black;enlarging;equal;smooth;smooth;white;white;partial;white;1;pend;brown;solitary;urban
poisonous;convex;smooth;white;yes;pungent;free;close;narrow;black;enlarging;equal;smooth;smooth;white;white;partial;white;1;pend;black;several;grass
edible;convex;scaly;white;yes;almond;free;close;broad;gray;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;brown;numerous;meadows
poisonous;flat;scaly;brown;yes;pungent;free;close;narrow;pink;enlarging;equal;smooth;smooth;white;white;partial;white;1;pend;black;several;grass
edible;flat;smooth;gray;no;none;free;crowded;broad;black;tapering;equal;smooth;smooth;white;white;partial;white;1;evan;brown;abnt;grass
edible;convex;smooth;yellow;yes;anise;free;close;broad;gray;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;brown;scattered;meadows
edible;convex;smooth;white;no;none;free;crowded;broad;brown;tapering;equal;smooth;fibrous;white;white;partial;white;1;evan;black;scattered;grass
edible;bell;smooth;yellow;yes;almond;free;close;broad;white;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;brown;numerous;grass
edible;flat;fibrous;gray;no;none;free;crowded;broad;chocolate;tapering;equal;smooth;smooth;white;white;partial;white;1;evan;brown;abnt;grass
edible;convex;smooth;white;yes;anise;free;close;broad;brown;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;black;numerous;grass
edible;bell;smooth;white;yes;anise;free;close;broad;brown;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;brown;scattered;meadows
edible;bell;smooth;white;yes;anise;free;close;broad;white;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;brown;scattered;grass
edible;bell;scaly;white;yes;anise;free;close;broad;white;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;brown;scattered;meadows
edible;flat;smooth;white;yes;anise;free;crowded;narrow;white;tapering;bulb;smooth;smooth;white;white;partial;white;1;pend;purple;several;woods
edible;convex;scaly;yellow;yes;anise;free;close;broad;gray;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;black;scattered;meadows
edible;flat;smooth;white;yes;almond;free;crowded;narrow;pink;tapering;bulb;smooth;smooth;white;white;partial;white;1;pend;brown;several;woods
poisonous;convex;scaly;white;yes;pungent;free;close;narrow;white;enlarging;equal;smooth;smooth;white;white;partial;white;1;pend;brown;several;urban
edible;flat;fibrous;white;yes;anise;free;crowded;narrow;white;tapering;bulb;smooth;smooth;white;white;partial;white;1;pend;brown;several;woods
edible;convex;scaly;yellow;yes;almond;free;close;broad;brown;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;brown;scattered;grass
poisonous;convex;smooth;brown;yes;pungent;free;close;narrow;pink;enlarging;equal;smooth;smooth;white;white;partial;white;1;pend;brown;several;grass
edible;bell;smooth;yellow;yes;anise;free;close;broad;white;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;brown;numerous;grass
edible;convex;scaly;brown;yes;almond;free;close;broad;white;enlarging;rooted;smooth;scaly;white;white;partial;white;1;pend;black;solitary;path
edible;bell;scaly;yellow;yes;anise;free;close;broad;gray;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;black;numerous;meadows
edible;sunken;fibrous;brown;no;none;free;close;narrow;black;enlarging;equal;smooth;smooth;white;white;partial;white;1;pend;brown;several;urban
edible;flat;scaly;brown;yes;almond;free;close;broad;white;enlarging;rooted;smooth;scaly;white;white;partial;white;1;pend;black;solitary;path
edible;convex;scaly;yellow;yes;almond;free;close;broad;black;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;black;numerous;grass
edible;convex;fibrous;gray;no;none;free;crowded;broad;black;tapering;equal;fibrous;fibrous;white;white;partial;white;1;evan;black;scattered;grass
edible;flat;fibrous;white;no;none;free;crowded;broad;black;tapering;equal;smooth;fibrous;white;white;partial;white;1;evan;brown;abnt;grass
edible;convex;scaly;yellow;yes;anise;free;close;broad;white;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;brown;numerous;meadows
edible;bell;smooth;yellow;yes;anise;free;close;broad;black;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;black;numerous;grass
edible;bell;scaly;white;yes;almond;free;close;broad;gray;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;black;numerous;meadows
edible;convex;scaly;white;yes;almond;free;close;broad;white;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;brown;scattered;grass
edible;convex;smooth;brown;no;none;free;crowded;broad;pink;tapering;equal;fibrous;smooth;white;white;partial;white;1;evan;brown;abnt;grass
edible;convex;scaly;white;yes;anise;free;close;broad;gray;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;brown;scattered;grass
edible;sunken;fibrous;brown;no;none;free;close;narrow;black;enlarging;equal;smooth;smooth;white;white;partial;white;1;pend;black;several;urban
edible;convex;smooth;white;yes;almond;free;crowded;narrow;white;tapering;bulb;smooth;smooth;white;white;partial;white;1;pend;purple;several;woods
edible;convex;scaly;brown;yes;anise;free;close;broad;white;enlarging;rooted;smooth;scaly;white;white;partial;white;1;pend;black;scattered;grass
edible;bell;scaly;yellow;yes;almond;free;close;broad;black;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;brown;numerous;grass
edible;convex;scaly;white;yes;almond;free;close;broad;black;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;brown;numerous;grass
edible;bell;scaly;white;yes;almond;free;close;broad;brown;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;black;scattered;meadows
edible;bell;smooth;yellow;yes;almond;free;close;broad;gray;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;black;scattered;grass
edible;bell;smooth;yellow;yes;anise;free;close;broad;gray;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;black;scattered;meadows
edible;bell;scaly;yellow;yes;almond;free;close;broad;brown;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;black;numerous;grass
edible;convex;fibrous;brown;no;none;free;close;narrow;black;enlarging;equal;smooth;smooth;white;white;partial;white;1;pend;brown;solitary;urban
edible;flat;scaly;brown;yes;anise;free;close;broad;brown;enlarging;rooted;smooth;scaly;white;white;partial;white;1;pend;brown;solitary;grass
edible;convex;scaly;white;yes;almond;free;close;broad;black;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;brown;scattered;grass
edible;flat;scaly;yellow;yes;anise;free;close;broad;white;enlarging;rooted;smooth;scaly;white;white;partial;white;1;pend;brown;solitary;path
edible;bell;smooth;white;yes;almond;free;close;broad;white;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;brown;scattered;grass
edible;bell;smooth;white;yes;almond;free;close;broad;white;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;black;scattered;meadows
edible;convex;scaly;brown;yes;anise;free;close;broad;white;enlarging;rooted;smooth;scaly;white;white;partial;white;1;pend;black;solitary;grass
edible;bell;smooth;white;yes;almond;free;close;broad;black;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;black;scattered;grass
edible;convex;fibrous;gray;no;none;free;close;narrow;gray;enlarging;equal;smooth;smooth;white;white;partial;white;1;pend;brown;solitary;urban
edible;bell;smooth;yellow;yes;anise;free;close;broad;black;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;brown;scattered;grass
edible;convex;fibrous;yellow;yes;anise;free;crowded;narrow;brown;tapering;bulb;smooth;smooth;white;white;partial;white;1;pend;purple;several;woods
edible;bell;scaly;yellow;yes;almond;free;close;broad;white;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;black;scattered;grass
edible;flat;scaly;yellow;yes;anise;free;close;broad;pink;enlarging;rooted;smooth;scaly;white;white;partial;white;1;pend;brown;scattered;grass
edible;bell;scaly;white;yes;anise;free;close;broad;white;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;black;numerous;meadows
edible;bell;scaly;white;yes;almond;free;close;broad;black;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;black;numerous;meadows
edible;bell;scaly;yellow;yes;almond;free;close;broad;gray;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;brown;scattered;grass
edible;convex;scaly;yellow;yes;anise;free;close;broad;gray;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;brown;numerous;meadows
edible;bell;smooth;yellow;yes;anise;free;close;broad;gray;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;brown;numerous;grass
poisonous;convex;scaly;white;yes;pungent;free;close;narrow;pink;enlarging;equal;smooth;smooth;white;white;partial;white;1;pend;brown;several;urban
edible;sunken;fibrous;brown;no;none;free;close;narrow;gray;enlarging;equal;smooth;smooth;white;white;partial;white;1;pend;brown;solitary;urban
edible;flat;fibrous;brown;no;none;free;close;narrow;gray;enlarging;equal;smooth;smooth;white;white;partial;white;1;pend;black;several;urban
edible;convex;smooth;yellow;yes;almond;free;close;broad;gray;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;brown;scattered;meadows
edible;flat;scaly;brown;yes;almond;free;close;broad;pink;enlarging;rooted;smooth;scaly;white;white;partial;white;1;pend;black;scattered;path
poisonous;convex;scaly;white;yes;pungent;free;close;narrow;black;enlarging;equal;smooth;smooth;white;white;partial;white;1;pend;black;scattered;grass
edible;bell;smooth;white;yes;anise;free;close;broad;gray;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;brown;scattered;meadows
edible;flat;fibrous;gray;no;none;free;close;narrow;pink;enlarging;equal;smooth;smooth;white;white;partial;white;1;pend;black;several;urban
edible;bell;scaly;yellow;yes;anise;free;close;broad;gray;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;brown;numerous;grass
edible;convex;scaly;brown;yes;almond;free;close;broad;white;enlarging;rooted;smooth;scaly;white;white;partial;white;1;pend;brown;solitary;path
edible;convex;fibrous;white;no;none;free;crowded;broad;pink;tapering;equal;smooth;fibrous;white;white;partial;white;1;evan;black;scattered;grass
edible;convex;smooth;white;yes;anise;free;crowded;narrow;white;tapering;bulb;smooth;smooth;white;white;partial;white;1;pend;brown;several;woods
edible;bell;smooth;white;yes;anise;free;close;broad;white;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;brown;scattered;meadows
edible;flat;smooth;yellow;yes;almond;free;crowded;narrow;white;tapering;bulb;smooth;smooth;white;white;partial;white;1;pend;brown;several;woods
edible;convex;smooth;yellow;yes;almond;free;close;broad;black;enlarging;club;smooth;smooth;white;white;partial;white;1;pend;brown;numerous;meadows
edible;flat;fibrous;gray;no;none;free;close;narrow;gray;enlarging;equal;smooth;smooth;white;white;partial;white;1;pend;brown;solitary;urban
